序号,转换后JH,JX,dy➗dx
8728,Z80-X4,20.31,0.015845677
8729,Z80-X4,20.57,0.008971705
8730,Z80-X4,21.14,0.019675526
8731,Z80-X4,21.3,0.005521049
8732,Z80-X4,21.62,0.011049724
8733,Z80-X4,22.11,0.016896552
8734,Z80-X4,22.64,0.018263267
8735,Z80-X4,23.19,0.018991713
8736,Z80-X4,23.55,0.012426648
8737,Z80-X4,24.08,0.018282166
8738,Z80-X4,24.22,0.004832585
8739,Z80-X4,24.01,-0.007241379
8740,Z80-X4,24.6,0.020330806
8741,Z80-X4,25.28,0.023521273
8742,Z80-X4,25.96,0.023464458
8743,Z80-X4,26,0.001380739
8744,Z80-X4,26.03,0.00103484
8745,Z80-X4,26.05,0.000690131
8746,Z80-X4,25.84,-0.007241379
8747,Z80-X4,25.8,-0.00137836
8748,Z80-X4,25.7,-0.003457815
8749,Z80-X4,25.36,-0.011740331
8750,Z80-X4,25.44,0.00276434
8751,Z80-X4,25.93,0.01690238
8752,Z80-X4,25.58,-0.012068966
8753,Z80-X4,24.83,-0.025915688
8754,Z80-X4,24.21,-0.021394065
8755,Z80-X4,23.98,-0.007931034
8756,Z80-X4,23.75,-0.007931034
8757,Z80-X4,22.87,-0.030365769
8758,Z80-X4,22,-0.030082988
8759,Z80-X4,21.12,-0.030397237
8760,Z80-X4,22.9,0.061337009
8761,Z80-X4,22.81,-0.003099174
8762,Z80-X4,22.47,-0.011732229
8763,Z80-X4,22.13,-0.011720097
8764,Z80-X4,21.79,-0.011744387
8765,Z80-X4,21.45,-0.011716058
8766,Z80-X4,21,-0.015506547
8767,Z80-X4,20.48,-0.017906336
8768,Z80-X4,20.08,-0.013802622
8769,Z80-X4,19.78,-0.010362694
8770,Z80-X4,18.97,-0.027921406
8771,Z80-X4,18.17,-0.027691243
8772,Z80-X4,17.36,-0.027931034
8773,Z80-X4,16.77,-0.020379965
8774,Z80-X4,16.19,-0.019986216
8775,Z80-X4,15.69,-0.020300447
8776,Z80-X4,15.6,-0.020408163
8777,Z80-X4,15.4,-0.006884682
8778,Z80-X4,15.21,-0.006549466
8779,Z80-X4,15,-0.009722222
8780,Z80-X4,15,0
20208,B193-X29,0,
20209,B193-X29,0.14,0.009114583
20210,B193-X29,0.17,0.001642935
20211,B193-X29,0.09,-0.004381161
20212,B193-X29,0.1,0.000548847
20213,B193-X29,0.12,0.000714031
20214,B193-X29,0.01,-0.003934192
20215,B193-X29,0.41,0.014204545
20216,B193-X29,0.42,0.000354108
20217,B193-X29,0.88,0.015939016
20218,B193-X29,0.81,-0.002428026
20219,B193-X29,0.73,-0.002779708
20220,B193-X29,0.49,-0.008376963
20221,B193-X29,0.2,-0.010010356
20222,B193-X29,0.6,0.013888889
20223,B193-X29,0.4,-0.006951686
20224,B193-X29,0.6,0.006942034
20225,B193-X29,0.4,-0.006930007
20226,B193-X29,0.6,0.006963788
20227,B193-X29,0.9,0.010344828
20228,B193-X29,1.3,0.013913043
20229,B193-X29,1.5,0.020876827
20230,B193-X29,1.3,-0.020855057
20231,B193-X29,1.4,0.01039501
20232,B193-X29,1.6,0.020746888
20233,B193-X29,2.5,0.094537815
20234,B193-X29,2.9,0.041407867
20235,B193-X29,3.7,0.082987552
20236,B193-X29,5.6,0.197916667
20237,B193-X29,7.3,0.178947368
20238,B193-X29,8.6,0.13584117
20239,B193-X29,9.7,0.115546218
20240,B193-X29,11.3,0.169671262
20241,B193-X29,13.3,0.210084034
20242,B193-X29,15.2,0.196483971
20243,B193-X29,17.3,0.219665272
20244,B193-X29,19.4,0.218978102
20245,B193-X29,21.1,0.175801448
20246,B193-X29,22.5,0.148305085
20247,B193-X29,24.6,0.21761658
20248,B193-X29,26.7,0.219895288
20249,B193-X29,28.5,0.190677966
20250,B193-X29,30.7,0.228690229
20251,B193-X29,32.5,0.186335404
20252,B193-X29,34.1,0.166147456
20253,B193-X29,35.6,0.158227848
20254,B193-X29,35.8,0.020876827
20255,B193-X29,36,0.020682523
20256,B193-X29,36.4,0.042417815
20257,B193-X29,37.6,0.124223602
20258,B193-X29,38.6,0.10384216
20259,B193-X29,38.8,0.006946857
20260,B193-X29,38.5,-0.010456605
20261,B193-X29,38.8,0.010348396
20262,B193-X29,39.7,0.031457532
20263,B193-X29,39.6,-0.003481894
20264,B193-X29,39.5,-0.003478261
20265,B193-X29,38.8,-0.024171271
20266,B193-X29,39.5,0.024297119
20267,B193-X29,38.9,-0.020739717
20268,B193-X29,39.4,0.017439833
20269,B193-X29,39.7,0.010405827
20270,B193-X29,39.6,-0.003477051
20271,B193-X29,39.4,-0.006980803
20272,B193-X29,38.9,-0.017385257
20273,B193-X29,39,0.00348675
20274,B193-X29,39.5,0.017379214
20275,B193-X29,40.9,0.048848569
20276,B193-X29,40.6,-0.010413051
20277,B193-X29,41.1,0.017289073
20278,B193-X29,41.2,0.003471017
20279,B193-X29,41.3,0.003461405
20280,B193-X29,40.8,-0.017409471
20281,B193-X29,40.8,0
20282,B193-X29,40.3,-0.017301038
20283,B193-X29,39.7,-0.020964361
20284,B193-X29,39.4,-0.030927835
20285,B193-X29,39.2,-0.020942408
20286,B193-X29,39.1,-0.010427529
20287,B193-X29,38.8,-0.031152648
20288,B193-X29,38.5,-0.031217482
20289,B193-X29,38.2,-0.030991736
20290,B193-X29,37.5,-0.024356298
20291,B193-X29,36.8,-0.024305556
20292,B193-X29,36.5,-0.010456605
20293,B193-X29,35.8,-0.024271845
20294,B193-X29,35.1,-0.024449878
20295,B193-X29,35.93,0.037899543
20296,B193-X29,36.2,0.038189533
20297,B193-X29,37.5,0.045029442
20298,B193-X29,37.6,0.003478261
20299,B193-X29,38.3,0.024297119
20300,B193-X29,38.9,0.020826102
20301,B193-X29,39.9,0.034542314
20302,B193-X29,40.3,0.013845621
20303,B193-X29,39.3,-0.034518467
20304,B193-X29,38.5,-0.027855153
20305,B193-X29,39.1,0.020942408
20306,B193-X29,39.4,0.01039501
20307,B193-X29,38.9,-0.017343045
20308,B193-X29,38.6,-0.010423905
20309,B193-X29,38.31,-0.024288107
20310,B193-X29,37.9,-0.024536206
20311,B193-X29,37.5,-0.013908206
20312,B193-X29,37.6,0.003461405
20313,B193-X29,37.7,0.00349406
20314,B193-X29,37.8,0.003508772
20315,B193-X29,37,-0.027894003
20316,B193-X29,37.4,0.013888889
20317,B193-X29,37.5,0.003469813
20318,B193-X29,37.7,0.006990563
20319,B193-X29,38.4,0.024213075
20320,B193-X29,39.18,0.02764977
20321,B193-X29,39.2,0.030769231
20322,B193-X29,38.8,-0.013898541
20323,B193-X29,38.7,-0.003477051
20324,B193-X29,39.2,0.017307027
20325,B193-X29,39.8,0.020964361
20326,B193-X29,40.3,0.01754386
20327,B193-X29,41,0.024407252
20328,B193-X29,41.3,0.010416667
20329,B193-X29,41.3,0
20330,B193-X29,41.4,0.004593477
20331,B193-X29,41.3,-0.003489184
20332,B193-X29,40.7,-0.020891365
20333,B193-X29,41.16,0.020833333
20334,B193-X29,41.3,0.021052632
20335,B193-X29,39.5,-0.062521709
20336,B193-X29,39.1,-0.013990906
20337,B193-X29,39.7,0.02100105
20338,B193-X29,39.74,0.012195122
20339,B193-X29,40,0.010961214
20340,B446,0,0.013898541
20341,B446,0.24,0.015604681
20342,B446,0.69,0.017006803
20343,B446,0.7,0.000367782
20344,B446,0.68,-0.000718391
20345,B446,0.49,-0.006824713
20346,B446,0.55,0.002179441
20347,B446,0.88,0.011827957
20348,B446,0.68,-0.007158196
20349,B446,0.57,-0.003956835
20350,B446,0.64,0.002575423
20351,B446,0.7,0.002177068
20352,B446,0.62,-0.00098912
20353,B446,0.66,0.00046307
20354,B446,0.48,-0.00206659
20355,B446,0.66,0.002081406
20356,B446,1.36,0.00808968
20357,B446,1.36,0
20358,B446,0.53,-0.009620957
20359,B446,1.36,0.009606481
20360,B446,1.36,0
20361,B446,1.63,0.002906351
20362,B446,2.68,0.012140132
20363,B446,2.73,0.000578102
20364,B446,2.8,0.002051583
20365,B446,2.68,-0.001479837
20366,B446,2.33,-0.004051864
20367,B446,2.5,0.001965545
20368,B446,2.24,-0.005647263
20369,B446,2.02,-0.00317552
20370,B446,0.88,-0.01985371
20371,B446,1.01,0.002254596
20372,B446,0.92,-0.001567125
20373,B446,1.32,0.006871672
20374,B446,1.54,0.003857619
20375,B446,1.54,0
20376,B446,1.27,-0.003114905
20377,B446,0.97,-0.004310964
20378,B446,0.57,-0.005356904
20379,B446,0.44,-0.001503759
20380,B446,0.53,0.001045053
20381,B446,0.7,0.003222138
20382,B446,0.62,-0.000782932
20383,B446,0.6,-0.00091659
20384,B446,1.1,0.006974473
20385,B446,1.71,0.007060185
20386,B446,1.76,0.002791736
20387,B446,2.15,0.006346623
20388,B446,2.55,0.006912044
20389,B446,3.12,0.005949896
20390,B446,3.43,0.00538662
20391,B446,2.68,-0.027442371
20392,B446,4.92,0.022948468
20393,B446,5.01,0.001884422
20394,B446,4.22,-0.016558374
20395,B446,4.09,-0.001941458
20396,B446,4,-0.004663212
20397,B446,4.13,0.006292352
20398,B446,5.41,0.016989647
20399,B446,5.89,0.016637782
20400,B446,6.06,0.005910987
20401,B446,6.02,-0.001382648
20402,B446,7.08,0.012348555
20403,B446,8.09,0.016217084
20404,B446,8.4,0.006349857
20405,B446,8.7,0.019762846
20548,B689CHF,0.38,0.002218259
20549,B689CHF,0.2,-0.00648415
20550,B689CHF,0.29,0.003254973
20551,B689CHF,0.62,0.011827957
20552,B689CHF,0.64,0.000716332
20553,B689CHF,0.43,-0.007534984
20554,B689CHF,0.72,0.010364546
20555,B689CHF,0.77,0.001789549
20556,B689CHF,0.53,-0.008324662
20557,B689CHF,0.45,-0.002814919
20558,B689CHF,0.45,0
20559,B689CHF,0.45,0
20560,B689CHF,0.48,0.001037344
20561,B689CHF,0.22,-0.008971705
20562,B689CHF,0.04,-0.006232687
20563,B689CHF,0.13,0.003116343
20564,B689CHF,0.08,-0.001736111
20565,B689CHF,0.09,0.000346861
20566,B689CHF,0.08,-0.000344828
20567,B689CHF,0.09,0.000345781
20568,B689CHF,0.11,0.000692761
20569,B689CHF,0.13,0.000668226
20570,B689CHF,0.03,-0.003357958
20571,B689CHF,0.06,0.001035554
20572,B689CHF,0.16,0.003459011
20573,B689CHF,0.25,0.003117423
20574,B689CHF,0.35,0.003463803
20575,B689CHF,0.38,0.001035554
20576,B689CHF,0.42,0.001380262
20577,B689CHF,0.48,0.002070393
20578,B689CHF,0.51,0.001038781
20579,B689CHF,0.56,0.001726519
20580,B689CHF,0.6,0.001393243
20581,B689CHF,0.66,0.002071823
20582,B689CHF,0.32,-0.011703959
20583,B689CHF,0.18,-0.004845967
20584,B689CHF,0.16,-0.00068918
20585,B689CHF,0.17,0.000346021
20586,B689CHF,0.22,0.001736111
20587,B689CHF,0.17,-0.001737921
20588,B689CHF,0.17,0
20589,B689CHF,0.23,0.002070393
20590,B689CHF,0.31,0.002766252
20591,B689CHF,0.38,0.002423823
20592,B689CHF,0.46,0.002767209
20593,B689CHF,0.54,0.002761477
20594,B689CHF,0.62,0.002787456
20595,B689CHF,0.51,-0.003798343
20596,B689CHF,0.44,-0.002428026
20597,B689CHF,0.46,0.000690846
20598,B689CHF,0.48,0.000691324
20599,B689CHF,0.51,0.001042753
20600,B689CHF,0.53,0.000695652
20601,B689CHF,0.53,0
20602,B689CHF,0.53,0
20603,B689CHF,0.53,0
20604,B689CHF,0.69,0.005540166
20605,B689CHF,0.88,0.006583507
20606,B689CHF,0.83,-0.001734305
20607,B689CHF,0.79,-0.001387925
20608,B689CHF,1.02,0.008039147
20609,B689CHF,1.15,0.004535939
20610,B689CHF,1.25,0.003450656
20611,B689CHF,1.49,0.008284432
20612,B689CHF,1.3,-0.006588072
20613,B689CHF,1.63,0.011434511
20614,B689CHF,1.71,0.002760524
20615,B689CHF,1.93,0.007660167
20616,B689CHF,1.85,-0.002767209
20617,B689CHF,1.71,-0.004834254
20618,B689CHF,1.89,0.006289308
20619,B689CHF,1.76,-0.004517026
20620,B689CHF,1.85,0.003122831
20621,B689CHF,1.85,0
20622,B689CHF,1.85,0
20623,B689CHF,1.85,0
20624,B689CHF,1.98,0.004506066
20625,B689CHF,2,0.000694927
20626,B689CHF,2.15,0.005190311
20627,B689CHF,2.24,0.003110957
20628,B689CHF,2.24,0
20629,B689CHF,2.2,-0.001334668
20630,B689CHF,2.5,0.010366275
20631,B689CHF,1.48,-0.035245335
20632,B689CHF,2.14,0.022813688
20633,B689CHF,1.92,-0.007609824
20634,B689CHF,2.14,0.007609824
20635,B689CHF,2.4,0.008984105
20636,B689CHF,2.62,0.007623008
20637,B689CHF,2.71,0.00311311
20638,B689CHF,2.71,0
20639,B689CHF,2.84,0.004499827
20640,B689CHF,3.37,0.018345448
20641,B689CHF,3.41,0.001383604
20642,B689CHF,3.41,0
20643,B689CHF,3.24,-0.005888466
20644,B689CHF,3.54,0.010384216
20645,B689CHF,3.41,-0.004499827
20646,B689CHF,3.3,-0.003810184
20647,B689CHF,3.69,0.013480816
20648,B689CHF,3.48,-0.007261411
20649,B689CHF,3.96,0.018250951
20650,B689CHF,4.22,0.00899654
20651,B689CHF,4.47,0.008668516
20652,B689CHF,3.41,-0.035594359
20653,B689CHF,1.9,-0.05226722
20654,B689CHF,0.73,-0.040428473
20655,B689CHF,1.05,0.011068834
20656,B689CHF,1.15,0.003459011
20657,B689CHF,1.26,0.003814147
20658,B689CHF,1.8,0.032589016
20659,B689CHF,2.17,0.012793914
20660,B689CHF,3.28,0.038434903
20661,B689CHF,2.1,-0.045647969
20662,B689CHF,6,0.169712794
20663,B689CHF,6,
20664,B689CHF,9.6,0.217917676
20665,B689CHF,10.74,0.056829511
20666,B689CHF,13.21,0.084444444
20667,B689CHF,15.97,0.100217865
20668,B689CHF,17.79,0.061736771
20669,B689CHF,20.93,0.105051857
20670,B689CHF,20.93,
20671,B689CHF,25.41,0.155880306
20672,B689CHF,29.87,0.150067295
20673,B689CHF,34.7,0.16643694
20674,B689CHF,39.5,0.163766633
20675,B689CHF,43.49,0.154173107
20676,B689CHF,48.23,0.161774744
20677,B689CHF,52.48,0.142761169
20678,B689CHF,56.81,0.148950808
20679,B689CHF,61.48,0.164842923
20680,B689CHF,66.16,0.165195905
20681,B689CHF,70.27,0.137873197
20682,B689CHF,74.61,0.147368421
20683,B689CHF,79.51,0.166893733
20684,B689CHF,84.92,0.182523617
20685,B689CHF,87.33,0.082874828
20686,B689CHF,87.94,0.021261764
20687,B689CHF,87.21,-0.025250778
20688,B689CHF,86.74,-0.017407407
20689,B689CHF,86.59,-0.005250263
20690,B689CHF,86.64,0.001766784
20691,B689CHF,86.68,0.00137741
20692,B689CHF,86.14,-0.018249409
20693,B689CHF,85.87,-0.009109312
20694,B689CHF,85.6,-0.009821753
20695,B689CHF,83.29,-0.026490826
20696,B689CHF,82.94,-0.012576356
20697,B689CHF,81.98,-0.033946252
20698,B689CHF,82.74,0.026143791
20699,B689CHF,83.63,0.029936091
20700,B689CHF,84.09,0.015667575
20701,B689CHF,84.16,0.00239071
20702,B689CHF,83.92,-0.00845666
20703,B689CHF,84.56,0.022084196
20704,B689CHF,84.58,0.000685401
20705,B689CHF,84.55,-0.001031992
20706,B689CHF,84.6,0.001747641
20707,B689CHF,84.38,-0.007365249
20708,B689CHF,84.44,0.002162942
20709,B689CHF,84.33,-0.00385289
20710,B689CHF,84.46,0.004464286
20711,B689CHF,84.73,0.009227614
20712,B689CHF,85.3,0.0195809
20713,B689CHF,85.34,0.001416932
20714,B689CHF,85.57,0.008073008
20715,B689CHF,86.21,0.022015824
20716,B689CHF,86.22,0.000334113
20717,B689CHF,86.33,0.003699966
20718,B689CHF,86.35,0.000691802
20719,B689CHF,86.05,-0.010460251
20720,B689CHF,86.13,0.00296077
20721,B689CHF,85.87,-0.008798646
20722,B689CHF,85.85,-0.000686106
20723,B689CHF,86.17,0.010921502
20724,B689CHF,85.95,-0.007607192
20725,B689CHF,86.37,0.01432958
20726,B689CHF,87.2,0.028405202
20727,B689CHF,88.01,0.028301887
20728,B689CHF,88.21,0.006722689
20729,B689CHF,87.97,-0.008316008
20730,B689CHF,88.52,0.018932874
20731,BGX28,0,0.016944318
20732,BGX28,0.48,0.025450689
20733,BGX28,0.5,0.000695894
20734,BGX28,0.53,0.00104712
20735,BGX28,0.59,0.002077562
20736,BGX28,0.62,0.001057828
20737,BGX28,0.65,0.001045296
20738,BGX28,0.56,-0.003159003
20739,BGX28,0.5,-0.002081888
20740,BGX28,0.36,-0.004888268
20741,BGX28,0.48,0.004172462
20742,BGX28,0.47,-0.00034965
20743,BGX28,0.66,0.013708514
20744,BGX28,0.7,0.002097535
20745,BGX28,0.64,-0.002097169
20746,BGX28,0.72,0.002796225
20747,BGX28,0.8,0.002798181
20748,BGX28,0.8,0
20749,BGX28,0.9,0.00343879
20750,BGX28,1,0.003506311
20751,BGX28,1.1,0.003503854
20752,BGX28,1.5,0.013812155
20753,BGX28,1.4,-0.003485535
20754,BGX28,0.9,-0.017537706
20755,BGX28,0.7,-0.006918021
20756,BGX28,0.9,0.006993007
20757,BGX28,0.7,-0.006939625
20758,BGX28,0.6,-0.003441156
20759,BGX28,0.8,0.007017544
20760,BGX28,1,0.006993007
20761,BGX28,1,0
20762,BGX28,1,0
20763,BGX28,0.9,-0.003485535
20764,BGX28,0.8,-0.003502627
20765,BGX28,1.1,0.010366275
20766,BGX28,1.4,0.010552234
20767,BGX28,1.3,-0.003480682
20768,BGX28,1.2,-0.003479471
20769,BGX28,1.3,0.003484321
20770,BGX28,1.4,0.003477051
20771,BGX28,1.5,0.003485535
20772,BGX28,1.6,0.003436426
20773,BGX28,1.6,0
20774,BGX28,1.6,0
20775,BGX28,1.65,0.001738526
20776,BGX28,1.7,0.001743983
20777,BGX28,1.5,-0.007002801
20778,BGX28,1.7,0.006990563
20779,BGX28,1.6,-0.00349162
20780,BGX28,1.6,0
20781,BGX28,1.7,0.003508772
20782,BGX28,0.76,-0.038367347
20783,BGX28,0.6,-0.039312039
20784,BGX28,0.45,-0.00522466
20785,BGX28,0.4,-0.001737921
20786,BGX28,0.5,0.003508772
20787,BGX28,0.5,0
20788,BGX28,0.6,0.003455425
20789,BGX28,1.2,0.064171123
20790,BGX28,2.1,0.093652445
20791,BGX28,3,0.093360996
20792,BGX28,4.2,0.126582278
20793,BGX28,5.8,0.166840459
20794,BGX28,7.2,0.145379024
20795,BGX28,8.5,0.138004246
20796,BGX28,9.6,0.114107884
20797,BGX28,10.8,0.12793177
20798,BGX28,12.5,0.175801448
20799,BGX28,13.9,0.146904512
20800,BGX28,15.5,0.167189133
20801,BGX28,17.1,0.168598525
20802,BGX28,18.5,0.145681582
20803,BGX28,20,0.155118925
20804,BGX28,21.4,0.147058824
20805,BGX28,22.8,0.145228216
20806,BGX28,24.2,0.147058824
20807,BGX28,24.6,0.042462845
20808,BGX28,24.7,0.010416667
20809,BGX28,24.5,-0.021186441
20810,BGX28,24.7,0.007042254
20811,BGX28,24.4,-0.010511563
20812,BGX28,23.9,-0.017445918
20813,BGX28,25.5,0.055885435
20814,BGX28,25.8,0.01056338
20815,BGX28,25.7,-0.00349284
20816,BGX28,26.1,0.013831259
20817,BGX28,25.7,-0.013855213
20818,BGX28,25.2,-0.017458101
20819,BGX28,25.4,0.007005254
20820,BGX28,26.8,0.073336826
20821,BGX28,26.9,0.003455425
20822,BGX28,26.4,-0.026301946
20823,BGX28,27.3,0.031109575
20824,BGX28,27.7,0.013869626
20825,BGX28,27.9,0.007005254
20826,BGX28,28.7,0.028040659
20827,BGX28,28.9,0.007047216
20828,BGX28,28.2,-0.024441341
20829,BGX28,27.9,-0.010533708
20830,BGX28,27.3,-0.021119324
20831,BGX28,28.1,0.027777778
20832,BGX28,29.1,0.05279831
20833,BGX28,29,-0.004512635
20834,BGX28,30.1,0.058635394
20835,BGX28,30.3,0.010422095
20836,BGX28,29.4,-0.04697286
20837,BGX28,29.6,0.010460251
20838,BGX28,29.9,0.015682175
20839,BGX28,29.7,-0.010454783
20840,BGX28,30.4,0.028044872
20841,BGX28,30.5,0.026737968
20842,BGX28,30.4,-0.005208333
20843,BGX28,29.3,-0.057261843
20844,BGX28,29.8,0.026041667
20845,BGX28,30.4,0.031380753
20846,BGX28,30.7,0.015649452
20847,BGX28,30.1,-0.031347962
20848,BGX28,30.7,0.031347962
20849,BGX28,30.6,-0.005219207
20850,BGX28,28.5,-0.109717868
20851,BGX28,26.7,-0.093798854
20852,BGX28,26.9,0.010400416
20853,BGX28,26.9,0
20854,BGX28,26.7,-0.01048218
20855,BGX28,26.7,0
20856,BGX28,26.8,0.005213764
20857,BGX28,26.8,0
20858,BGX28,27.2,0.020822488
20859,BGX28,26.9,-0.015608741
20860,BGX28,26.7,-0.010416667
20861,BGX28,26.8,0.005219207
20862,BGX28,26.4,-0.020876827
20863,BGX28,26.3,-0.005205622
20864,BGX28,26.7,0.020876827
20865,BGX28,26.9,0.006958942
20866,BGX28,27,0.005230126
20867,BGX28,25.6,-0.073030777
20868,BGX28,25.8,0.006961364
20869,BGX28,26.2,0.013898541
20870,BGX28,25,-0.041681139
20871,BGX28,27.5,0.086896072
20872,BGX28,28.7,0.062663185
20873,BGX28,28.4,-0.015625
20874,BGX28,27.8,-0.031298905
20875,BGX28,28.8,0.034626039
20876,BGX28,29,0.006961364
20877,BGX28,28.4,-0.020905923
20878,BGX28,29.3,0.031293463
20879,BGX28,30,0.024356298
20880,BGX28,29.8,-0.006791171
20881,BGX28,29.7,-0.003469813
20882,BGX28,29.5,-0.010411244
20883,BGX28,28.99,-0.017776229
20884,BGX28,28.55,-0.01526188
20885,BGX28,27.58,-0.033762617
20886,BGX28,28.63,0.055002619
20887,BGX28,30.4,0.061565217
20888,BGX28,30.4,0
20889,BGX28,30.89,0.017079122
20890,BGX28,30.9,0.000348311
20891,BGX28,30.8,-0.005211047
20892,BGX28,30.85,0.001737921
20893,BGX28,30.86,0.000696379
20894,BGX28,30.88,0.00138217
20895,BGX28,30.48,-0.013893713
20896,BGX28,29.43,-0.036470997
20897,BGX28,29.13,-0.010434783
20898,BGX28,29.5,0.0290652
20899,BGX28,29.96,0.028732042
20900,BGX28,29.78,-0.006256517
20901,BGX28,29.66,-0.01087942
20902,BGX28,29.5,-0.010891763
20903,BX357,0,0.007514009
20904,BX357,0.46,0.019878997
20905,BX357,0.54,0.002873563
20906,BX357,0.18,-0.013358071
20907,BX357,0.09,-0.00329429
20908,BX357,0.17,0.002886003
20909,BX357,0.3,0.004659498
20910,BX357,0.32,0.000716076
20911,BX357,0.09,-0.008243728
20912,BX357,0.43,0.011992945
20913,BX357,0.27,-0.005616006
20914,BX357,0.28,0.000347705
20915,BX357,0.3,0.000791139
20916,BX357,0.1,-0.006934813
20917,BX357,0.2,0.003477051
20918,BX357,0.3,0.003480682
20919,BX357,0.2,-0.003461405
20920,BX357,0.2,0
20921,BX357,0.2,0
20922,BX357,0.2,0
20923,BX357,0.2,0
20924,BX357,0.3,0.003506311
20925,BX357,0.3,0
20926,BX357,0.4,0.003497726
20927,BX357,0.3,-0.003523608
20928,BX357,0.3,0
20929,BX357,0.3,0
20930,BX357,0.2,-0.003463803
20931,BX357,0.3,0.003480682
20932,BX357,0.5,0.007047216
20933,BX357,0.5,0
20934,BX357,0.5,0
20935,BX357,0.6,0.003466205
20936,BX357,0.7,0.00349284
20937,BX357,0.7,0
20938,BX357,0.7,0
20939,BX357,0.7,0
20940,BX357,0.8,0.003487967
20941,BX357,0.7,-0.003471017
20942,BX357,0.6,-0.003496503
20943,BX357,0.6,0
20944,BX357,0.7,0.00349162
20945,BX357,0.7,0
20946,BX357,0.8,0.003479471
20947,BX357,0.9,0.003502627
20948,BX357,1,0.003478261
20949,BX357,1,0
20950,BX357,0.5,-0.017349063
20951,BX357,0.6,0.003529827
20952,BX357,0.8,0.006942034
20953,BX357,1,0.00698324
20954,BX357,1,0
20955,BX357,0.9,-0.003519887
20956,BX357,1.2,0.010434783
20957,BX357,1.4,0.006830601
20958,BX357,2.5,0.038394415
20959,BX357,3.5,0.10373444
20960,BX357,4.6,0.115183246
20961,BX357,5.7,0.115183246
20962,BX357,6.9,0.12409514
20963,BX357,8.6,0.178010471
20964,BX357,9.9,0.134436401
20965,BX357,11.2,0.134158927
20966,BX357,12.5,0.136268344
20967,BX357,13.7,0.12526096
20968,BX357,14.9,0.12526096
20969,BX357,16.2,0.134715026
20970,BX357,17.4,0.124610592
20971,BX357,18.5,0.114822547
20972,BX357,19.2,0.07360673
20973,BX357,19.2,0
20974,BX357,17,-0.076655052
20975,BX357,16.03,-0.07716786
20976,BX357,14.8,-0.076731129
20977,BX357,13.3,-0.052410901
20978,BX357,13.5,0.00694927
20979,BX357,13.8,0.0104639
20980,BX357,14.2,0.013913043
20981,BX357,14.2,0
20982,BX357,14.2,0
20983,BX357,14.2,0
21779,BX457,0,0.007312049
21780,BX457,0.2,0.014662757
21781,BX457,0.3,0.003551136
21782,BX457,0.1,-0.007104796
21783,BX457,0.4,0.010653409
21784,BX457,0.3,-0.00533049
21785,BX457,0.5,0.021299255
21786,BX457,0.8,0.031982942
21787,BX457,0.8,0
21788,BX457,1.4,0.063965885
21789,BX457,2.3,0.090817356
21790,BX457,3.1,0.082815735
21791,BX457,4.1,0.105263158
21792,BX457,5.05,0.098958333
21793,BX457,6.02,0.100831601
21794,BX457,7,0.101871102
21795,BX457,8.5,0.15576324
21796,BX457,9.9,0.153846154
21797,BX457,10.9,0.104166667
21798,BX457,12.2,0.137420719
21799,BX457,13.2,0.103950104
21800,BX457,14.1,0.09375
21801,BX457,14.4,0.03125
21802,BX457,14.6,0.020790021
21803,BX457,15.1,0.052521008
21804,BX457,16.1,0.104166667
21805,BX457,17.5,0.145833333
21806,BX457,18.4,0.093167702
21807,BX457,19.3,0.094043887
21808,BX457,20.3,0.104166667
21809,BX457,21.4,0.114583333
21810,BX457,22.5,0.114345114
21811,BX457,23.6,0.114226376
21812,BX457,25.1,0.15576324
21813,BX457,26.3,0.130434783
21814,BX457,27.4,0.114226376
21815,BX457,28.8,0.145530146
21816,BX457,29.8,0.103950104
21817,BX457,31.2,0.145833333
21818,BX457,32.7,0.156739812
21819,BX457,33.8,0.114345114
21820,BX457,34.8,0.104493208
21821,BX457,35.9,0.114345114
21822,BX457,36.9,0.104166667
21823,BX457,37.9,0.103519669
21824,BX457,38.9,0.104058273
21825,BX457,40,0.1144641
21826,BX457,41.4,0.146290491
21827,BX457,42.5,0.114107884
21828,BX457,44,0.156087409
21829,BX457,46.5,0.131027254
21830,BX457,46.4,-0.003467406
21831,BX457,46.3,-0.003361345
21832,BX457,46.2,-0.003467406
21833,BX457,45.3,-0.031217482
21834,BX457,44.3,-0.034590107
21835,BX457,43.9,-0.0138217
21836,BX457,43.4,-0.017295054
21837,BX457,42.3,-0.038088643
21838,BX457,43.1,0.027672086
21839,BX457,42.9,-0.006918021
21840,BX457,42.2,-0.024263432
21841,BX457,42.8,0.020790021
21842,BX457,43,0.006932409
21843,BX457,42.3,-0.024364775
21844,BX457,43.1,0.027748873
21845,BX457,43.9,0.027748873
21846,BX457,42.5,-0.048392672
21847,BX457,43.5,0.034614053
21848,BX457,43.7,0.006934813
21849,BX457,42.8,-0.031131097
21850,BX457,43.6,0.027662517
21851,BX457,43.8,0.006927607
21852,BX457,43.3,-0.017307027
21853,BX457,42.7,-0.020739717
21854,BX457,44,0.045201669
21855,BX457,44.4,0.013850416
21856,BX457,43.9,-0.017349063
21857,BX457,43.1,-0.027662517
21858,BX457,41.6,-0.052065255
21859,BX457,42.1,0.017301038
21860,BX457,43,0.031206657
21861,BX457,43.9,0.031120332
21862,BX457,44.7,0.027816412
21863,BX457,44.1,-0.020804438
